1099,8
1047,1
1145,0
1055,0
1106,0
1118,0
1102,0
1041,0
1001,0
1152,0
1040,0
1142,0
1085,0
1119,0
1091,0
1131,0
1103,0
1042,0
1055,0
1090,0
1066,0
1113,0
1044,0
1113,0
1035,0
1042,0
1113,0
1066,0
1024,0
1093,0
1052,0
1093,0
1152,0
3003,0
1041,0
1010,0
1120,0
1050,0
1041,0
1032,0
1100,0
1044,0
1032,0
1014,0
1093,0
1089,0
1014,0
1044,0
1105,0
1034,0
1032,0
1010,0
1120,0
1053,0
1064,0
1093,1
1126,0
1032,0
1022,0
1146,0
1133,1
1123,0
1133,0
1152,0
1093,0
1066,0
1065,0
1013,0
1007,0
1087,0
1033,0
1037,0
1011,0
1118,0
1033,0
1124,0
1090,0
1400,0
1132,0
1016,0
1069,0
1400,0
1118,0
1135,0
1055,0
1163,0
1124,0
1131,0
3003,0
1118,0
1128,0
1120,0
1080,0
1009,0
1032,0
1146,0
1053,0
1135,0
1132,0
1043,0
1113,0
1048,0
1160,0
1001,0
1035,0
1052,0
2000,0
1098,0
1090,0
1124,0
1090,0
1093,0
1142,0
1036,0
1022,0
1040,0
1040,0
1032,0
1093,0
1039,0
1161,0
1092,0
1090,0
1050,0
1036,0
1040,0
1017,0
1092,0
1006,0
1051,0
1090,0
1066,0
1010,0
1105,0
1041,0
1113,0
1114,0
1104,1
1113,0
1120,0
1096,0
1090,0
1055,0
1039,0
1096,0
1113,0
1003,0
1043,0
1035,0
1010,0
1054,0
1065,0
1407,0
1124,0
1120,0
1114,0
1074,0
1040,0
1128,0
1120,0
3001,0
1120,0
1124,0
1166,0
1120,0
1161,0
1128,0
1161,0
1044,0
1020,0
1092,0
1153,0
1105,0
1052,0
1118,0
1118,0
1142,0
1054,0
1113,1
1053,0
1113,0
1016,0
1013,0
1034,0
1053,0
1155,0
1093,0
1136,0
1126,0
1122,0
1120,0
1053,0
1060,0
1066,1
1044,0
1066,0
1039,0
1054,0
1113,0
1113,0
1033,0
1131,0
1118,0
1124,0
1055,0
1033,0
1064,0
1159,0
1118,0
1113,0
1150,0
1049,0
1113,0
1096,0
1043,0
1102,0
1042,0
1055,0
1038,0
1037,0
1091,0
1014,0
1127,0
1050,0
1137,0
1052,0
1145,0
1106,0
1039,0
1131,0
1091,0
1151,0
1064,0
1113,0
1135,0
1098,0
1037,0
1132,0
1113,0
1032,0
1089,0
1123,0
1132,0
1106,0
1120,0
1053,0
1125,0
1158,0
1033,0
1050,0
1157,0
1022,0
1053,0
1014,0
1054,0
2014,0
1056,0
1060,0
1127,0
1127,0
1093,1
1022,0
1011,0
1053,0
1123,0
1094,0
1039,0
1010,0
1010,0
1010,0
1010,0
0,0
0,0
0,0
0,0
0,0
0,0
